Time,microVolts
0.568,0.8056640625
0.569,0.64453125
0.57,0.4833984374999999
0.571,0.1611328125
0.572,-0.08056640625
0.573,-0.40283203125
0.574,-0.72509765625
0.575,-1.0473632812499998
0.576,-1.20849609375
0.577,-1.3696289062499998
0.578,-1.4501953125
0.579,-1.3696289062499998
0.58,-1.3696289062499998
0.581,-1.20849609375
0.582,-0.9667968749999998
0.583,-0.8862304687499999
0.584,-0.8056640625
0.585,-0.8056640625
0.586,-0.8862304687499999
0.587,-1.20849609375
0.588,-1.3696289062499998
0.589,-1.2890625
0.59,-1.0473632812499998
0.591,-0.72509765625
0.592,-0.322265625
0.593,0.1611328125
0.594,0.4833984374999999
0.595,0.8862304687499999
0.596,1.0473632812499998
0.597,1.20849609375
0.598,1.2890625
0.599,1.4501953125
0.6,1.5307617187499998
0.601,1.6918945312499998
0.602,1.7724609374999998
0.603,1.7724609374999998
0.604,1.8530273437499998
0.605,1.8530273437499998
0.606,2.0947265624999996
0.607,2.4169921875
0.608,2.6586914062499996
0.609,2.7392578124999996
0.61,2.81982421875
0.611,2.900390625
0.612,3.22265625
0.613,3.3032226562499996
0.614,3.22265625
0.615,3.0615234374999996
0.616,2.81982421875
0.617,2.49755859375
0.618,2.4169921875
0.619,2.49755859375
0.62,2.49755859375
0.621,2.4169921875
0.622,2.17529296875
0.623,1.9335937499999996
0.624,1.611328125
0.625,1.2890625
0.626,1.4501953125
0.627,1.6918945312499998
0.628,2.01416015625
0.629,2.4169921875
0.63,2.6586914062499996
0.631,2.6586914062499996
0.632,2.7392578124999996
0.633,2.81982421875
0.634,2.9809570312499996
0.635,3.14208984375
0.636,3.14208984375
0.637,3.14208984375
0.638,3.14208984375
0.639,3.14208984375
0.64,3.14208984375
0.641,3.4643554687500004
0.642,3.62548828125
0.643,3.78662109375
0.644,3.62548828125
0.645,3.78662109375
0.646,3.94775390625
0.647,3.867187499999999
0.648,3.867187499999999
0.649,3.78662109375
0.65,3.7060546874999996
0.651,3.62548828125
0.652,3.3837890624999996
0.653,3.14208984375
0.654,2.9809570312499996
0.655,3.14208984375
0.656,3.22265625
0.657,3.3837890624999996
0.658,3.3032226562499996
0.659,3.3032226562499996
0.66,3.22265625
0.661,3.3032226562499996
0.662,3.22265625
0.663,3.0615234374999996
0.664,2.578125
0.665,2.17529296875
0.666,2.0947265624999996
0.667,2.0947265624999996
0.668,1.9335937499999996
0.669,1.9335937499999996
0.67,1.8530273437499998
0.671,1.4501953125
0.672,1.1279296875
0.673,0.8862304687499999
0.674,0.64453125
0.675,0.56396484375
0.676,0.56396484375
0.677,0.56396484375
0.678,0.4833984374999999
0.679,0.322265625
0.68,-0.08056640625
0.681,-0.322265625
0.682,-0.72509765625
0.683,-0.8862304687499999
0.684,-0.64453125
0.685,-0.56396484375
0.686,-0.40283203125
0.687,-0.4833984374999999
0.688,-0.64453125
0.689,-0.4833984374999999
0.69,-0.40283203125
0.691,-0.40283203125
0.692,-0.08056640625
0.693,0.24169921874999994
0.694,0.1611328125
0.695,0.08056640625
0.696,0.0
0.697,-0.24169921874999994
0.698,-0.56396484375
0.699,-0.4833984374999999
0.7,-0.322265625
0.701,-0.40283203125
0.702,-0.56396484375
0.703,-0.8056640625
0.704,-1.1279296875
0.705,-1.2890625
0.706,-0.8862304687499999
0.707,-0.322265625
0.708,0.08056640625
0.709,0.64453125
0.71,1.1279296875
0.711,1.1279296875
0.712,1.1279296875
0.713,1.0473632812499998
0.714,0.72509765625
0.715,0.64453125
0.716,0.9667968749999998
0.717,1.20849609375
0.718,1.5307617187499998
0.719,1.9335937499999996
0.72,2.4169921875
0.721,2.49755859375
0.722,2.6586914062499996
0.723,2.49755859375
0.724,2.4169921875
0.725,2.4169921875
0.726,2.6586914062499996
0.727,2.900390625
0.728,3.0615234374999996
0.729,3.22265625
0.73,3.4643554687500004
0.731,3.4643554687500004
0.732,3.3032226562499996
0.733,2.900390625
0.734,2.4169921875
0.735,2.0947265624999996
0.736,2.01416015625
0.737,1.8530273437499998
0.738,1.7724609374999998
0.739,1.6918945312499998
0.74,1.611328125
0.741,1.2890625
0.742,1.0473632812499998
0.743,0.9667968749999998
0.744,0.8056640625
0.745,0.8862304687499999
0.746,0.8862304687499999
0.747,0.56396484375
0.748,0.72509765625
0.749,0.8862304687499999
0.75,0.8862304687499999
0.751,0.72509765625
0.752,0.56396484375
0.753,0.322265625
0.754,0.08056640625
0.755,0.0
0.756,-0.1611328125
0.757,-0.56396484375
0.758,-0.64453125
0.759,-0.8056640625
0.76,-0.72509765625
0.761,-0.40283203125
0.762,0.08056640625
0.763,0.24169921874999994
0.764,0.4833984374999999
0.765,0.56396484375
0.766,0.64453125
0.767,0.4833984374999999
0.768,0.4833984374999999
0.769,0.4833984374999999
0.77,0.4833984374999999
0.771,0.40283203125
0.772,0.4833984374999999
0.773,0.8056640625
0.774,0.8862304687499999
0.775,0.9667968749999998
0.776,1.1279296875
0.777,1.3696289062499998
0.778,1.4501953125
0.779,1.611328125
0.78,1.6918945312499998
0.781,1.2890625
0.782,0.8862304687499999
0.783,0.4833984374999999
0.784,0.4833984374999999
0.785,0.56396484375
0.786,0.64453125
0.787,0.8862304687499999
0.788,1.20849609375
0.789,1.4501953125
0.79,1.2890625
0.791,1.3696289062499998
0.792,1.2890625
0.793,1.20849609375
0.794,1.1279296875
0.795,0.8862304687499999
0.796,0.64453125
0.797,0.322265625
0.798,0.1611328125
0.799,0.0
0.8,-0.08056640625
0.801,-0.24169921874999994
0.802,-0.4833984374999999
0.803,-0.72509765625
0.804,-0.8862304687499999
0.805,-1.1279296875
0.806,-1.20849609375
0.807,-1.2890625
0.808,-1.20849609375
0.809,-1.0473632812499998
0.81,-0.8862304687499999
0.811,-1.0473632812499998
0.812,-1.1279296875
0.813,-1.0473632812499998
0.814,-1.0473632812499998
0.815,-1.20849609375
0.816,-1.3696289062499998
0.817,-1.8530273437499998
0.818,-1.7724609374999998
0.819,-1.2890625
0.82,-0.8862304687499999
0.821,-0.56396484375
0.822,-0.24169921874999994
0.823,-0.08056640625
0.824,0.08056640625
0.825,0.0
0.826,0.0
0.827,0.0
0.828,0.0
0.829,0.24169921874999994
0.83,0.56396484375
0.831,0.8862304687499999
0.832,1.20849609375
0.833,1.5307617187499998
0.834,1.7724609374999998
0.835,1.7724609374999998
0.836,1.611328125
0.837,1.611328125
0.838,1.5307617187499998
0.839,1.4501953125
0.84,1.3696289062499998
0.841,1.3696289062499998
0.842,1.5307617187499998
0.843,1.611328125
0.844,1.8530273437499998
0.845,1.9335937499999996
0.846,2.01416015625
0.847,1.9335937499999996
0.848,1.7724609374999998
0.849,1.5307617187499998
0.85,1.1279296875
0.851,1.20849609375
0.852,1.4501953125
0.853,1.6918945312499998
0.854,1.5307617187499998
0.855,1.3696289062499998
0.856,1.20849609375
0.857,0.9667968749999998
0.858,0.8862304687499999
0.859,0.72509765625
0.86,0.64453125
0.861,0.64453125
0.862,0.4833984374999999
0.863,0.08056640625
0.864,-0.08056640625
0.865,-0.24169921874999994
0.866,-0.1611328125
0.867,-0.322265625
0.868,-0.08056640625
0.869,-0.08056640625
0.87,-0.08056640625
0.871,0.0
0.872,0.0
0.873,0.0
0.874,0.08056640625
0.875,0.1611328125
0.876,0.24169921874999994
0.877,0.322265625
0.878,0.56396484375
0.879,0.9667968749999998
0.88,1.0473632812499998
0.881,0.72509765625
0.882,0.322265625
0.883,-0.08056640625
0.884,-0.322265625
0.885,-0.08056640625
0.886,0.08056640625
0.887,0.322265625
0.888,0.322265625
0.889,0.4833984374999999
0.89,0.4833984374999999
0.891,0.64453125
0.892,0.56396484375
0.893,0.56396484375
0.894,0.322265625
0.895,0.08056640625
0.896,0.0
0.897,-0.08056640625
0.898,0.0
0.899,0.24169921874999994
0.9,0.1611328125
0.901,0.322265625
0.902,0.56396484375
0.903,0.4833984374999999
0.904,0.40283203125
0.905,0.24169921874999994
0.906,0.08056640625
0.907,-0.08056640625
0.908,-0.1611328125
0.909,-0.1611328125
0.91,-0.1611328125
0.911,-0.322265625
0.912,-0.56396484375
0.913,-0.8056640625
0.914,-0.9667968749999998
0.915,-0.9667968749999998
0.916,-1.0473632812499998
0.917,-1.0473632812499998
0.918,-1.2890625
0.919,-1.3696289062499998
0.92,-1.2890625
0.921,-1.0473632812499998
0.922,-0.8056640625
0.923,-0.64453125
0.924,-0.322265625
0.925,0.0
0.926,0.08056640625
0.927,0.1611328125
0.928,0.24169921874999994
0.929,0.24169921874999994
0.93,0.322265625
0.931,0.4833984374999999
0.932,0.56396484375
0.933,0.56396484375
0.934,0.40283203125
0.935,0.40283203125
0.936,0.40283203125
0.937,0.4833984374999999
0.938,0.4833984374999999
0.939,0.24169921874999994
0.94,-0.322265625
0.941,-1.0473632812499998
0.942,-1.7724609374999998
0.943,-2.578125
0.944,-3.0615234374999996
0.945,-3.7060546874999996
0.946,-4.59228515625
0.947,-5.881347656249999
0.948,-5.80078125
0.949,-4.753417968749999
0.95,-3.62548828125
0.951,-2.900390625
0.952,-2.49755859375
0.953,-1.9335937499999996
0.954,-0.8862304687499999
0.955,0.322265625
0.956,1.3696289062499998
0.957,1.4501953125
0.958,0.4833984374999999
0.959,-1.0473632812499998
0.96,-2.4169921875
0.961,-2.49755859375
0.962,-1.7724609374999998
0.963,-0.72509765625
0.964,0.0
0.965,0.64453125
0.966,1.5307617187499998
0.967,2.4169921875
0.968,4.108886718749999
0.969,5.6396484375
0.97,6.04248046875
0.971,5.23681640625
0.972,3.867187499999999
0.973,3.0615234374999996
0.974,3.14208984375
0.975,3.867187499999999
0.976,4.833984375
0.977,5.881347656249999
0.978,7.009277343749999
0.979,8.056640625
0.98,9.1845703125
0.981,10.07080078125
0.982,10.795898437499998
0.983,11.68212890625
0.984,12.48779296875
0.985,13.212890624999998
0.986,14.09912109375
0.987,14.9853515625
0.988,15.871582031249996
0.989,16.5966796875
0.99,17.724609375
0.991,18.93310546875
0.992,20.38330078125
0.993,21.591796874999996
0.994,22.63916015625
0.995,23.444824218749996
0.996,24.331054687499996
0.997,25.21728515625
0.998,26.50634765625
0.999,27.634277343749996
1.0,28.5205078125
1.001,29.00390625
1.002,29.40673828125
1.003,29.72900390625
1.004,29.89013671875
1.005,29.970703125
1.006,30.21240234375
1.007,30.29296875
1.008,30.21240234375
1.009,30.1318359375
1.01,30.051269531249996
1.011,30.37353515625
1.012,31.01806640625
1.013,31.420898437500004
1.014,31.50146484375
1.015,31.340332031249996
1.016,31.179199218749996
1.017,31.179199218749996
1.018,31.58203125
1.019,32.30712890625
1.02,32.79052734374999
1.021,32.79052734374999
1.022,32.7099609375
1.023,32.30712890625
1.024,31.904296874999996
1.025,31.58203125
1.026,31.420898437500004
1.027,31.179199218749996
1.028,31.0986328125
1.029,30.937499999999993
1.03,30.695800781250004
1.031,30.29296875
1.032,29.8095703125
1.033,29.326171875
1.034,28.681640625
1.035,28.1982421875
1.036,27.714843750000004
1.037,27.312011718750004
1.038,27.070312499999996
1.039,26.98974609375
1.04,26.9091796875
1.041,26.66748046875
1.042,26.18408203125
1.043,25.78125
1.044,25.13671875
1.045,24.6533203125
1.046,24.169921875
1.047,23.847656249999996
1.048,23.525390624999996
1.049,23.444824218749996
1.05,23.203125
1.051,22.719726562499996
1.052,22.075195312499996
1.053,21.188964843749996
1.054,20.54443359375
1.055,19.98046875
1.056,19.416503906249996
1.057,18.8525390625
1.058,18.44970703125
1.059,18.369140625
1.06,18.288574218749996
1.061,18.2080078125
1.062,17.80517578125
1.063,17.241210937499996
1.064,16.838378906249996
1.065,16.5966796875
1.066,16.435546874999996
1.067,16.19384765625
1.068,15.952148437499998
1.069,15.710449218750002
1.07,15.307617187500002
1.071,14.58251953125
1.072,13.615722656249998
1.073,12.64892578125
1.074,11.6015625
1.075,10.634765624999998
1.076,9.66796875
1.077,8.8623046875
1.078,8.056640625
1.079,7.49267578125
1.08,6.84814453125
1.081,6.123046874999999
1.082,5.478515624999999
1.083,4.9951171875
1.084,4.3505859375
1.085,4.0283203125
1.086,3.62548828125
1.087,3.0615234374999996
1.088,2.578125
1.089,2.3364257812499996
1.09,2.0947265624999996
1.091,1.611328125
1.092,0.9667968749999998
1.093,0.322265625
1.094,-0.4833984374999999
1.095,-0.9667968749999998
1.096,-1.2890625
1.097,-1.6918945312499998
1.098,-2.01416015625
1.099,-2.01416015625
1.1,-2.0947265624999996
1.101,-2.0947265624999996
1.102,-2.0947265624999996
1.103,-2.01416015625
1.104,-2.0947265624999996
1.105,-2.17529296875
1.106,-2.0947265624999996
1.107,-2.255859375
1.108,-2.578125
1.109,-2.9809570312499996
1.11,-3.62548828125
1.111,-4.27001953125
1.112,-5.15625
1.113,-6.04248046875
1.114,-7.009277343749999
1.115,-7.653808593750001
1.116,-8.056640625
1.117,-8.29833984375
1.118,-8.378906249999998
1.119,-8.29833984375
1.12,-8.29833984375
1.121,-8.5400390625
1.122,-8.942871093749998
1.123,-9.345703124999998
1.124,-9.748535156249998
1.125,-9.990234375
1.126,-9.748535156249998
1.127,-9.58740234375
1.128,-9.42626953125
1.129,-9.345703124999998
1.13,-9.345703124999998
1.131,-9.506835937499998
1.132,-9.8291015625
1.133,-10.07080078125
1.134,-10.4736328125
1.135,-10.87646484375
1.136,-11.359863281249998
1.137,-11.4404296875
1.138,-11.6015625
1.139,-11.68212890625
1.14,-11.6015625
1.141,-11.6015625
1.142,-11.68212890625
1.143,-11.923828124999998
1.144,-12.246093749999998
1.145,-12.64892578125
1.146,-12.97119140625
1.147,-13.13232421875
1.148,-12.890625
1.149,-12.568359375
1.15,-12.48779296875
1.151,-12.32666015625
1.152,-12.246093749999998
1.153,-12.165527343749998
1.154,-12.0849609375
1.155,-11.923828124999998
1.156,-12.00439453125
1.157,-12.32666015625
1.158,-12.32666015625
1.159,-12.246093749999998
1.16,-12.00439453125
1.161,-11.923828124999998
1.162,-12.165527343749998
1.163,-12.246093749999998
1.164,-12.165527343749998
1.165,-12.32666015625
1.166,-12.64892578125
1.167,-12.64892578125
1.168,-12.64892578125
1.169,-12.568359375
1.17,-12.246093749999998
1.171,-12.0849609375
1.172,-12.0849609375
1.173,-12.165527343749998
1.174,-12.32666015625
1.175,-12.48779296875
1.176,-12.48779296875
1.177,-12.4072265625
1.178,-12.4072265625
1.179,-12.32666015625
1.18,-12.165527343749998
